title,link,published,source,summary,polarity,subjectivity,sentiment
Gorilla Technology raises Q2 2026 revenue outlook to $44m - Investing.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxPbmhScXRjUGo4MVd1N2V1elA2a0JFemN6WVprbGVRdi1rcTdZZkxWTUVtU1E3a0ptZkEyNTZrTFhJTWZDcXFxWEF0UkNzUTBTVEYwdlZFLTdGbHZhUVlETkpScXZMQlNOQ1VyTEYteVN3cXFIUXhVNldEcG1Bci1taEJDRHlEcjhUN2RvclFYUkZiSnltRG8wNzZqaUNWSzM3SFJXcUsyV3gwa2RkZXJVYUNsQQ?oc=5,2026-06-29 13:07,Investing.com,"<a href=""https://news.google.com/rss/articles/CBMiswFBVV95cUxPbmhScXRjUGo4MVd1N2V1elA2a0JFemN6WVprbGVRdi1rcTdZZkxWTUVtU1E3a0ptZkEyNTZrTFhJTWZDcXFxWEF0UkNzUTBTVEYwdlZFLTdGbHZhUVlETkpScXZMQlNOQ1VyTEYteVN3cXFIUXhVNldEcG1Bci1taEJDRHlEcjhUN2RvclFYUkZiSnltRG8wNzZqaUNWSzM3SFJXcUsyV3gwa2RkZXJVYUNsQQ?oc=5"" target=""_blank"">Gorilla Technology raises Q2 2026 revenue outlook to $44m</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com</font>",0.0,0.0,neutral
"Gorilla Technology Raises Q2 2026 Revenue Outlook to at Least US$44 Million, Driven by Contract Wins and Accelerating AI Infrastructure Demand - The Globe and Mail",https://news.google.com/rss/articles/CBMiywJBVV95cUxNUXFWWm0xZl9IbGZwV3R6RjgyTXBCTnRjbFU5enZfVF9JYWwwNjVVdWtrT2I0Nmh1TjJtMlNUMlB0bk82S2Z2VjR2N25kTlVhNzJ2MXNFVnFZenpMd0YxVmxkVl9HRGtMSWFZTkw5WmdhbU12cFB2dEVjUlVId2t6X0FrVkFyczJKZi1nUUJFOGNSVVBxWk9hWTRnREE1TldudUM5U1J4ZEkyWm9OWkJ6OUhPYkFsazRNVXFJeTVIU29IS3JST3FaNnpNekRqRmRkRE82SFdZQkpzZzNZUjUzUVNsQzFIeHlYTnRxYjVHZ1k4QTdjdmNhYzIzSGtqc3E3VVZwdk5fNThFdUpFT1hmdm0zQlZKYkotOHllT3V1Q012MjB3RFdNZHpPeEkwQXdHMmtlOTM0RUpkMkRReUVnSHY3d3hGb09XZ3I0?oc=5,2026-06-29 12:44,The Globe and Mail,"<a href=""https://news.google.com/rss/articles/CBMiywJBVV95cUxNUXFWWm0xZl9IbGZwV3R6RjgyTXBCTnRjbFU5enZfVF9JYWwwNjVVdWtrT2I0Nmh1TjJtMlNUMlB0bk82S2Z2VjR2N25kTlVhNzJ2MXNFVnFZenpMd0YxVmxkVl9HRGtMSWFZTkw5WmdhbU12cFB2dEVjUlVId2t6X0FrVkFyczJKZi1nUUJFOGNSVVBxWk9hWTRnREE1TldudUM5U1J4ZEkyWm9OWkJ6OUhPYkFsazRNVXFJeTVIU29IS3JST3FaNnpNekRqRmRkRE82SFdZQkpzZzNZUjUzUVNsQzFIeHlYTnRxYjVHZ1k4QTdjdmNhYzIzSGtqc3E3VVZwdk5fNThFdUpFT1hmdm0zQlZKYkotOHllT3V1Q012MjB3RFdNZHpPeEkwQXdHMmtlOTM0RUpkMkRReUVnSHY3d3hGb09XZ3I0?oc=5"" target=""_blank"">Gorilla Technology Raises Q2 2026 Revenue Outlook to at Least US$44 Million, Driven by Contract Wins and Accelerating AI Infrastructure Demand</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Globe and Mail</font>",0.0,0.24,neutral
"Gorilla Technology Raises Q2 2026 Revenue Outlook to at Least US$44 Million, Driven by Contract Wins and Accelerating AI Infrastructure Demand",https://finance.yahoo.com/technology/ai/articles/gorilla-technology-raises-q2-2026-123000950.html?.tsrc=rss,2026-06-29 12:30,Yahoo Finance,"London, United Kingdom--(Newsfile Corp. - June 29, 2026) - Gorilla Technology Group (NASDAQ: GRRR) (""Gorilla""), a global provider of AI-driven infrastructure, security intelligence and data solutions, today announced that it now expects Q2 2026 revenue to be at least US$44.0 million, compared with current external market estimates of approximately US$33.9 million, subject to completion of quarter-end closing procedures.The updated outlook reflects continued execution under Gorilla's active...",-0.17,0.3833,negative
"Gorilla Technology Raises Q2 2026 Revenue Outlook to at Least US$44 Million, Driven by Contract Wins and Accelerating AI Infrastructure Demand - Yahoo Finance",https://news.google.com/rss/articles/CBMingFBVV95cUxPVEQwbEh4Ni1EeGEwaHZWRWYya2cwTFMtRE5CeVhtLTY5aHBlYkpmNzE1VmxFcHl0dU93czBRSW9WcXI1S2lxdVp6ZDZ4OXJ1QVVxcmdlTm1YUk5ncERVUjl1R0l1MkdOMmNXNnFFWS1wY3RjbENMdkNrNGNCUTB5a1hMdUpTek5XYVp0VUZueHUwNk1FclVFZmxZZ3V0UQ?oc=5,2026-06-29 07:00,Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxPVEQwbEh4Ni1EeGEwaHZWRWYya2cwTFMtRE5CeVhtLTY5aHBlYkpmNzE1VmxFcHl0dU93czBRSW9WcXI1S2lxdVp6ZDZ4OXJ1QVVxcmdlTm1YUk5ncERVUjl1R0l1MkdOMmNXNnFFWS1wY3RjbENMdkNrNGNCUTB5a1hMdUpTek5XYVp0VUZueHUwNk1FclVFZmxZZ3V0UQ?oc=5"" target=""_blank"">Gorilla Technology Raises Q2 2026 Revenue Outlook to at Least US$44 Million, Driven by Contract Wins and Accelerating AI Infrastructure Demand</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",0.0,0.24,neutral
Gorilla Technology Group (GRRR) Projects Q2 2026 Revenue of At L - GuruFocus,https://news.google.com/rss/articles/CBMi0wFBVV95cUxOZVpkWXBZYjQ0NTQxWkt0TlVPVi1TU3FpM0JpVWp4TVJOTEJMSVVmNU8wMzJ1cm9jaVNRNDVXS1lvS0lyRkZjZ0tHZU9tdE1MZzZmTGxVbmt3bExtZTVzdGozSnM0UjNKZER4Q0dBNlgxRFhhYUllS0JMdmFON2hoNWFzOVdld01BUk9za0R6cjI4M2w5d2ZHUTNTNTVaRjd2NENNRGR1aDYwdUVLa0J3Q0JYc0JKbERBVXE2NkppSGp6bU9kX2NHYm5mTlI5eE9uajhR?oc=5,2026-06-29 07:00,GuruFocus,"<a href=""https://news.google.com/rss/articles/CBMi0wFBVV95cUxOZVpkWXBZYjQ0NTQxWkt0TlVPVi1TU3FpM0JpVWp4TVJOTEJMSVVmNU8wMzJ1cm9jaVNRNDVXS1lvS0lyRkZjZ0tHZU9tdE1MZzZmTGxVbmt3bExtZTVzdGozSnM0UjNKZER4Q0dBNlgxRFhhYUllS0JMdmFON2hoNWFzOVdld01BUk9za0R6cjI4M2w5d2ZHUTNTNTVaRjd2NENNRGR1aDYwdUVLa0J3Q0JYc0JKbERBVXE2NkppSGp6bU9kX2NHYm5mTlI5eE9uajhR?oc=5"" target=""_blank"">Gorilla Technology Group (GRRR) Projects Q2 2026 Revenue of At L</a>&nbsp;&nbsp;<font color=""#6f6f6f"">GuruFocus</font>",-0.4667,0.5333,negative
A $2.5 Billion Reason to Buy Gorilla Technology Stock Here,https://www.barchart.com/story/news/3024021/a-2-5-billion-reason-to-buy-gorilla-technology-stock-here,2026-06-28 17:30,Barchart,Gorilla Technology's massive AI compute deal and rising revenue guidance have analysts forecasting more than 135% upside for the stock.,0.25,0.75,positive
A $2.5 Billion Reason to Buy Gorilla Technology Stock Here - Yahoo Finance,https://news.google.com/rss/articles/CBMijwFBVV95cUxOVG1mcmJNTnVSLTExS29CdHNabTdhT2VCRUR6ZTdBamNCRUl4OVp4Sm82S1FEM3hZTHZUY29WT3V2ZFVVRG5lQkcxOFpieHNzdXFCQXUyUWNiYmVQQ2d0RUtaSXNtM3ctb0FFd0dDWXYtT3pHbG5uME5mdlluOXgtMEZteFI0eWRid2E0MUFTUQ?oc=5,2026-06-28 07:00,Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxOVG1mcmJNTnVSLTExS29CdHNabTdhT2VCRUR6ZTdBamNCRUl4OVp4Sm82S1FEM3hZTHZUY29WT3V2ZFVVRG5lQkcxOFpieHNzdXFCQXUyUWNiYmVQQ2d0RUtaSXNtM3ctb0FFd0dDWXYtT3pHbG5uME5mdlluOXgtMEZteFI0eWRid2E0MUFTUQ?oc=5"" target=""_blank"">A $2.5 Billion Reason to Buy Gorilla Technology Stock Here</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",0.0,0.0,neutral
"Based on the current median of this year's guidance at $180 million, what is the fair stock price? - Moomoo",https://news.google.com/rss/articles/CBMipwFBVV95cUxNbkIzRGhsNk5zUzg3RC1uWmxPSkxrVTlLRXFJTlZjX1ZYNkpHUkNZTEhQWWN3Mm5udlJyUjN1N1hwWFN0V0FfXzItQVVNdGdOUVVJVWgzZFBodzc1QnBVUmQxSGxYeW1Ua1BvX3dCZnRpT29hUFBXTDhsUzM5NzFYNG00R05teHBOOFdQNzJ0OUpnVHlWR2ZkTGFDZHpIek5JcjBuUXpCOA?oc=5,2026-06-28 07:00,Moomoo,"<a href=""https://news.google.com/rss/articles/CBMipwFBVV95cUxNbkIzRGhsNk5zUzg3RC1uWmxPSkxrVTlLRXFJTlZjX1ZYNkpHUkNZTEhQWWN3Mm5udlJyUjN1N1hwWFN0V0FfXzItQVVNdGdOUVVJVWgzZFBodzc1QnBVUmQxSGxYeW1Ua1BvX3dCZnRpT29hUFBXTDhsUzM5NzFYNG00R05teHBOOFdQNzJ0OUpnVHlWR2ZkTGFDZHpIek5JcjBuUXpCOA?oc=5"" target=""_blank"">Based on the current median of this year's guidance at $180 million, what is the fair stock price?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Moomoo</font>",0.28,0.52,positive
The $11 Billion Reason TECH Stock Is Up Today - inkl,https://news.google.com/rss/articles/CBMiekFVX3lxTFBDQ3pRTG5kdVAxVFZPaTBtQktrVENvalpRZ0FPdnhrOXNjaDJlWkJvRjhBMEZCc2cyVTFBcWxqNFd2NC13UzNVVVNuOEFiOUFTMFJfR2ZSYlJvYWc5V1hBUTM1TlpjQ3pPUkg5cUFwdVpSejZaZVR4RjNB?oc=5,2026-06-26 17:28,inkl,"<a href=""https://news.google.com/rss/articles/CBMiekFVX3lxTFBDQ3pRTG5kdVAxVFZPaTBtQktrVENvalpRZ0FPdnhrOXNjaDJlWkJvRjhBMEZCc2cyVTFBcWxqNFd2NC13UzNVVVNuOEFiOUFTMFJfR2ZSYlJvYWc5V1hBUTM1TlpjQ3pPUkg5cUFwdVpSejZaZVR4RjNB?oc=5"" target=""_blank"">The $11 Billion Reason TECH Stock Is Up Today</a>&nbsp;&nbsp;<font color=""#6f6f6f"">inkl</font>",0.0,0.0,neutral
"Analysts Are Bullish on These Industrial Goods Stocks: Safe Pro Group, Inc. (SPAI), Nano Nuclear Energy Inc. (NNE) - The Globe and Mail",https://news.google.com/rss/articles/CBMikgJBVV95cUxQa2o4ZUJiMzRfcHpBbzdRMmxjZEI2UDZWZmRwVXZVWXdkeWNhNHVJR2dPWUM3d2F3V3hfTnJhM08taUJLQnJ1b0tUUE82bkhBbFdJSXhhYnFtLWFqMVZhdHhEdEwzd1NOTml0WW5wM1hLVjRhdTZWU3B5TFNFNUVNcndqTjBwYWR3WGdaXzBOVjE3eUQ3SzdXYnh2U3dPRHJ3UWRmN3UxeUlJanFDUDdDZUtFczc3dGVYTFRFclNobWNoV0dpcXBDb3JlV3dpSkZVc2xoOGxiY29yZVpZREgwM2lVWldWR245UUVTVHpNei00dzBhb0otd2JTMEM4WUpvNVhfT1V1Tlo2dTlyLXEtQ05n?oc=5,2026-06-26 07:00,The Globe and Mail,"<a href=""https://news.google.com/rss/articles/CBMikgJBVV95cUxQa2o4ZUJiMzRfcHpBbzdRMmxjZEI2UDZWZmRwVXZVWXdkeWNhNHVJR2dPWUM3d2F3V3hfTnJhM08taUJLQnJ1b0tUUE82bkhBbFdJSXhhYnFtLWFqMVZhdHhEdEwzd1NOTml0WW5wM1hLVjRhdTZWU3B5TFNFNUVNcndqTjBwYWR3WGdaXzBOVjE3eUQ3SzdXYnh2U3dPRHJ3UWRmN3UxeUlJanFDUDdDZUtFczc3dGVYTFRFclNobWNoV0dpcXBDb3JlV3dpSkZVc2xoOGxiY29yZVpZREgwM2lVWldWR245UUVTVHpNei00dzBhb0otd2JTMEM4WUpvNVhfT1V1Tlo2dTlyLXEtQ05n?oc=5"" target=""_blank"">Analysts Are Bullish on These Industrial Goods Stocks: Safe Pro Group, Inc. (SPAI), Nano Nuclear Energy Inc. (NNE)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Globe and Mail</font>",0.3333,0.3333,positive
Gorilla Technology Stock Is Climbing Friday: What's Driving The Move? - Benzinga,https://news.google.com/rss/articles/CBMixgFBVV95cUxNY1YxemlhcUlxRU53eFpEbjhmSGJyN0U5dHF1M1VVSWplQkJaSXY4aDh5aWpiaG9CZWtzS1ZuV013SG9hNl8tbUNESFdqU1l6cy0tUEZZRVpocTVDUHYtOGxzdUFFWFR2R2lpQzBEWWF0QkNERWI5ZXlDY3FqRHNLYU5PQ3NHaVlwbnNSd3M5TGNjTmc5Vy1fd0YzeUgtZnpJdVM3bThBQzMyLXFWYmNvQWkzazdpMGdKMFl6M2Z6cmgwOUNKQ3c?oc=5,2026-06-26 07:00,Benzinga,"<a href=""https://news.google.com/rss/articles/CBMixgFBVV95cUxNY1YxemlhcUlxRU53eFpEbjhmSGJyN0U5dHF1M1VVSWplQkJaSXY4aDh5aWpiaG9CZWtzS1ZuV013SG9hNl8tbUNESFdqU1l6cy0tUEZZRVpocTVDUHYtOGxzdUFFWFR2R2lpQzBEWWF0QkNERWI5ZXlDY3FqRHNLYU5PQ3NHaVlwbnNSd3M5TGNjTmc5Vy1fd0YzeUgtZnpJdVM3bThBQzMyLXFWYmNvQWkzazdpMGdKMFl6M2Z6cmgwOUNKQ3c?oc=5"" target=""_blank"">Gorilla Technology Stock Is Climbing Friday: What's Driving The Move?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Benzinga</font>",0.0,0.0,neutral
GRRR6417497 Bond Coupon Analysis — Rate & Payments - TradingView,https://news.google.com/rss/articles/CBMiekFVX3lxTE85ZjMyOWFmQXZPcUx0RUpoRWp3MnNtcFJ4TkJvcXVXelViWWJISFNJOHRLNEhoaWRTYVhCZDNTNE5qa084bW5CTmV1MGFXOXhZaGlwUUNKZy1BdmJGcVYweFJRVVlWZVhSSWdKdzB3TTRFMDNIdERkNVVn?oc=5,2026-06-25 23:25,TradingView,"<a href=""https://news.google.com/rss/articles/CBMiekFVX3lxTE85ZjMyOWFmQXZPcUx0RUpoRWp3MnNtcFJ4TkJvcXVXelViWWJISFNJOHRLNEhoaWRTYVhCZDNTNE5qa084bW5CTmV1MGFXOXhZaGlwUUNKZy1BdmJGcVYweFJRVVlWZVhSSWdKdzB3TTRFMDNIdERkNVVn?oc=5"" target=""_blank"">GRRR6417497 Bond Coupon Analysis — Rate & Payments</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingView</font>",0.0,0.0,neutral
"Invisible Clues, Powerful Insights: How eDNA Will Help Protect Biodiversity - Dian Fossey Gorilla Fund",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPZXpyX3lHbnRlSDZQc0FNV1JyUUI0dEZzdmRHbWkyX0RzMnJJeXdBUVRsejJZdXcwNVFGNnRBdUl4ZDd3M0h5dmh0VW5vUFExNEdmZHVMaHVRYW96blByUk1hMExkWERVNkpLM1hqS2x1VnJvWU0wWXdWbWx3Q2l3d19La2llRTlKbGhNTTMxZUdaNHRDaTRPQ2dZN19VVklaM0FWT3EwYUVNM1V0V1NjNnVOZW9LejZxUGZlLTVHcXNXZw?oc=5,2026-06-24 07:00,Dian Fossey Gorilla Fund,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxPZXpyX3lHbnRlSDZQc0FNV1JyUUI0dEZzdmRHbWkyX0RzMnJJeXdBUVRsejJZdXcwNVFGNnRBdUl4ZDd3M0h5dmh0VW5vUFExNEdmZHVMaHVRYW96blByUk1hMExkWERVNkpLM1hqS2x1VnJvWU0wWXdWbWx3Q2l3d19La2llRTlKbGhNTTMxZUdaNHRDaTRPQ2dZN19VVklaM0FWT3EwYUVNM1V0V1NjNnVOZW9LejZxUGZlLTVHcXNXZw?oc=5"" target=""_blank"">Invisible Clues, Powerful Insights: How eDNA Will Help Protect Biodiversity</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Dian Fossey Gorilla Fund</font>",0.2,0.6667,positive
Super Micro Computer Forms AI Infrastructure Partnership With Odine - Moomoo,https://news.google.com/rss/articles/CBMivgFBVV95cUxOckNqNFltYnQyM3l1NFg3TDRXRzUxR2JUZl9tNk91S0c3a3JNY25OdS0xandUZzd6OExBajgtN2dDaTBtX1BDVS1nbkdzVWFTZnEtOHFFcGczc3I3WHdpNkJWbnRWaG5qaWRvWWdkY3p2ZHg4alN1bklzTUFaZ1FrZzJHdGJyR0RjbDlRcDMwZk9IbWxJN2ZJMzR6TTlfUS1IX00tM2dlSVRJZnRDTEdjWFFaT2RjMWpqZkZvZ2p3?oc=5,2026-06-24 04:31,Moomoo,"<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOckNqNFltYnQyM3l1NFg3TDRXRzUxR2JUZl9tNk91S0c3a3JNY25OdS0xandUZzd6OExBajgtN2dDaTBtX1BDVS1nbkdzVWFTZnEtOHFFcGczc3I3WHdpNkJWbnRWaG5qaWRvWWdkY3p2ZHg4alN1bklzTUFaZ1FrZzJHdGJyR0RjbDlRcDMwZk9IbWxJN2ZJMzR6TTlfUS1IX00tM2dlSVRJZnRDTEdjWFFaT2RjMWpqZkZvZ2p3?oc=5"" target=""_blank"">Super Micro Computer Forms AI Infrastructure Partnership With Odine</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Moomoo</font>",0.1667,0.3333,positive
JKS Q1 2026 Earnings: Significant EPS Miss Amid Solar Industry Headwinds - EBITDA Estimate Trend - Město Břeclav,https://news.google.com/rss/articles/CBMirgFBVV95cUxNSjZFRXJlaEE1UmlzelZxQnNWU1JaNHNUT2JPTnMyYVQ3XzdteUl5MG9mVWNid0pMTzJndkZkXzFoRlREX3ZlQ2pEWU85d1pDWTFLV0haeUM4TmZZeEFqTzIzQURuTk45VFhoMy1qMTIyXzZWQzFzX3JzZkFQTUV0ZW82ZGpQS3UyaEFfTFdoSTVTSmhiT095eUp4YVliTk9KVWtEUlZ0Rm1ERnhKZlE?oc=5,2026-06-24 03:38,Město Břeclav,"<a href=""https://news.google.com/rss/articles/CBMirgFBVV95cUxNSjZFRXJlaEE1UmlzelZxQnNWU1JaNHNUT2JPTnMyYVQ3XzdteUl5MG9mVWNid0pMTzJndkZkXzFoRlREX3ZlQ2pEWU85d1pDWTFLV0haeUM4TmZZeEFqTzIzQURuTk45VFhoMy1qMTIyXzZWQzFzX3JzZkFQTUV0ZW82ZGpQS3UyaEFfTFdoSTVTSmhiT095eUp4YVliTk9KVWtEUlZ0Rm1ERnhKZlE?oc=5"" target=""_blank"">JKS Q1 2026 Earnings: Significant EPS Miss Amid Solar Industry Headwinds - EBITDA Estimate Trend</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Město Břeclav</font>",0.25,0.5833,positive
GRRR Stock Surges On $2.5B AI Compute Deal Win – Retail Sees Potential Turning Point For Gorilla,https://stocktwits.com/news-articles/markets/equity/grrr-stock-surges-on-2-5-b-ai-compute-deal-win-retail-sees-potential-turning-point-for-gorilla/cZKw3qGR7aS,2026-06-23 14:51,Stocktwits,"As part of the contract, Gorilla will deploy additional compute at the NeutraDC Batam data center in Indonesia.",0.0,0.575,neutral
"Gorilla Technology Secures Transformational US$2.5 Billion Five-Year AI GPUaaS Compute Contract, Converting AI Data Centre Capacity into Long-Term Contracted Revenue",https://finance.yahoo.com/technology/ai/articles/gorilla-technology-secures-transformational-us-130000558.html?.tsrc=rss,2026-06-23 13:00,Yahoo Finance,"- First phase expected to generate approximately US$1.3 billion of revenue over five years, with target deployment commencing in September 2026 -- Project materially de-risked through GPU-backed financing support covering approximately 70% of expected GPU, networking and related infrastructure costs -London, United Kingdom--(Newsfile Corp. - June 23, 2026) - Gorilla Technology Group (NASDAQ: GRRR) (""Gorilla""), a global provider of AI-driven infrastructure, security intelligence...",-0.1812,0.4417,negative
"Land acquisition in Korat, Thailand (BOI Fast Pass expansion plan) - Moomoo",https://news.google.com/rss/articles/CBMivgFBVV95cUxNOXFaMG14cWdjWmh5Y0NwR0x3RnJwMnZNdl9sZ1lYWl9yOXQyOVNFa0syT0wzYjRiOFhGcEF6VEFwc3dCeENUSXFRUzYtbk9VeFpxZ3dVdkdrVzJOWWxXUWVYVjNlMUl0MjYweUtpRndwcFBNb0pBeGhfQWJpZDVTQWlRLU81SXFyaXAzYkVQbVNiYUpXdWZGR25laEpPSUhVTmhoM0tITzBEVEJRNVdKbFJVVFVuZDhOcmc1UTJ3?oc=5,2026-06-23 07:00,Moomoo,"<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxNOXFaMG14cWdjWmh5Y0NwR0x3RnJwMnZNdl9sZ1lYWl9yOXQyOVNFa0syT0wzYjRiOFhGcEF6VEFwc3dCeENUSXFRUzYtbk9VeFpxZ3dVdkdrVzJOWWxXUWVYVjNlMUl0MjYweUtpRndwcFBNb0pBeGhfQWJpZDVTQWlRLU81SXFyaXAzYkVQbVNiYUpXdWZGR25laEpPSUhVTmhoM0tITzBEVEJRNVdKbFJVVFVuZDhOcmc1UTJ3?oc=5"" target=""_blank"">Land acquisition in Korat, Thailand (BOI Fast Pass expansion plan)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Moomoo</font>",0.1333,0.4,positive
"3 Small-Cap AI Stocks to Buy, According to Analysts - TipRanks",https://news.google.com/rss/articles/CBMiigFBVV95cUxPMzJyUEQ3RTVDaGlnMG5JdFdhNVQ0SmNiM2s3NXFwUWN1MDBNU2duaGF4LWRnczBYWEZHajlSeFBaWTNEY1dOTVVQdkpvYnFDenRzUU1KbzZzQkFNMzFOUzRfeTZzWDNrNnNEWE1zR01IMlh0blZpNmR4UExFRFdEZklMdE5kakhnRGc?oc=5,2026-06-23 07:00,TipRanks,"<a href=""https://news.google.com/rss/articles/CBMiigFBVV95cUxPMzJyUEQ3RTVDaGlnMG5JdFdhNVQ0SmNiM2s3NXFwUWN1MDBNU2duaGF4LWRnczBYWEZHajlSeFBaWTNEY1dOTVVQdkpvYnFDenRzUU1KbzZzQkFNMzFOUzRfeTZzWDNrNnNEWE1zR01IMlh0blZpNmR4UExFRFdEZklMdE5kakhnRGc?oc=5"" target=""_blank"">3 Small-Cap AI Stocks to Buy, According to Analysts</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TipRanks</font>",0.0,0.0,neutral
GRRR Stock Surges On $2.5B AI Compute Deal Win – Retail Sees Potential Turning Point For Gorilla - Stocktwits,https://news.google.com/rss/articles/CBMi7wFBVV95cUxPQ2YtVVFEbzJ1SlZCR0lGbUw3UDNoS1QwcG12bGNfQ2NuU1hBTTZWbGJ1RWlRLV9KeDRmNFhnV180VS0tNXBHQnZCa253SGN4VFlYa0pmb3ZULThWMkZFWUFFZkZpMVFhbnJ2SnNZNXQxOGVVWkdKbmU4UVhKRm5TT0N3MDIwSEl3ZnVIRldOXzBkZG95WlVFX1FxOTFUWjFrb3U5blEyWjYxcXRBTjZ0eFljWWVQSXNnZjlSN2plUTZ1Vk9qSF9HUFZVaDZIcUk3dkNGb1k4UVJEcTl1SEFBZGxGN2JOVFp1VEp6aHkwQQ?oc=5,2026-06-23 07:00,Stocktwits,"<a href=""https://news.google.com/rss/articles/CBMi7wFBVV95cUxPQ2YtVVFEbzJ1SlZCR0lGbUw3UDNoS1QwcG12bGNfQ2NuU1hBTTZWbGJ1RWlRLV9KeDRmNFhnV180VS0tNXBHQnZCa253SGN4VFlYa0pmb3ZULThWMkZFWUFFZkZpMVFhbnJ2SnNZNXQxOGVVWkdKbmU4UVhKRm5TT0N3MDIwSEl3ZnVIRldOXzBkZG95WlVFX1FxOTFUWjFrb3U5blEyWjYxcXRBTjZ0eFljWWVQSXNnZjlSN2plUTZ1Vk9qSF9HUFZVaDZIcUk3dkNGb1k4UVJEcTl1SEFBZGxGN2JOVFp1VEp6aHkwQQ?oc=5"" target=""_blank"">GRRR Stock Surges On $2.5B AI Compute Deal Win – Retail Sees Potential Turning Point For Gorilla</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Stocktwits</font>",0.15,0.6,positive
Gorilla Technology stock surges 7% on $2.5B AI contract - Investing.com,https://news.google.com/rss/articles/CBMitAFBVV95cUxPa0h2WWdycUlNazg5eU1wcnFhTWpGdkgzZlloV2xpdlJsdlNISUlLMXMyeTdwYzVoRnVGQjVwVDZjNWs1OWV5VzVnNXZQN3hTV0YtUXFhSnhTUHlld2ZLckdtU2t3WDYtb1EwVDk4N3dfbXZoV1FDRElDVmNGLVZSSWJsMFY5NzlXRXRULU1mSkw2TGY1ek9sZ0pSbHBGeXpLc0JWN1FRb3JDUEVCYy1fbmdUSlQ?oc=5,2026-06-23 07:00,Investing.com,"<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxPa0h2WWdycUlNazg5eU1wcnFhTWpGdkgzZlloV2xpdlJsdlNISUlLMXMyeTdwYzVoRnVGQjVwVDZjNWs1OWV5VzVnNXZQN3hTV0YtUXFhSnhTUHlld2ZLckdtU2t3WDYtb1EwVDk4N3dfbXZoV1FDRElDVmNGLVZSSWJsMFY5NzlXRXRULU1mSkw2TGY1ek9sZ0pSbHBGeXpLc0JWN1FRb3JDUEVCYy1fbmdUSlQ?oc=5"" target=""_blank"">Gorilla Technology stock surges 7% on $2.5B AI contract</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com</font>",0.0,0.0,neutral
$PLTR + $ZETA should change the entire marketing landscap - KuCoin,https://news.google.com/rss/articles/CBMidkFVX3lxTFA1a2pIQnhmbDhndS1DX3ZfV0Q1TTJJWG9RbFJUREtqSVFyVEhBbjdnanB3SWNreldpbGZ4WjI4Q3M1Wk9MYVZjQzV5cm9Kb2tteXYwajhCd2VNNHpQNjQ4QjdPWWhBZHBYZW1XYUIwV0tSVVJSTUE?oc=5,2026-06-23 07:00,KuCoin,"<a href=""https://news.google.com/rss/articles/CBMidkFVX3lxTFA1a2pIQnhmbDhndS1DX3ZfV0Q1TTJJWG9RbFJUREtqSVFyVEhBbjdnanB3SWNreldpbGZ4WjI4Q3M1Wk9MYVZjQzV5cm9Kb2tteXYwajhCd2VNNHpQNjQ4QjdPWWhBZHBYZW1XYUIwV0tSVVJSTUE?oc=5"" target=""_blank"">$PLTR + $ZETA should change the entire marketing landscap</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KuCoin</font>",0.0,0.4167,neutral
